1	892	1	5	886608185
1	622	1	3	882590344
1	247	1	4	893097024
1	815	1	5	878691975
1	779	1	4	875501555
1	184	1	4	889907652
1	15	1	1	879455635
1	338	1	3	879438143
1	883	1	3	891914583
1	471	1	4	889827881
1	286	1	4	876521699
1	320	1	3	884748604
1	120	1	4	889490412
1	612	1	4	875324876
1	177	1	3	880130699
1	680	1	4	876816224
1	807	1	4	892528231
1	199	1	1	883782854
1	843	1	3	879446186
1	65	1	3	879217290
1	746	1	4	885075714
1	535	1	3	879617663
1	682	1	4	888523054
1	790	1	3	884461306
1	359	1	4	886453214
1	554	1	3	876231938
1	254	1	3	887347350
1	83	1	4	880306903
1	305	1	5	886323153
1	66	1	3	883601324
1	311	1	4	884963202
1	5	1	4	875635748
1	763	1	4	878915559
1	533	1	4	879192521
1	398	1	5	875652927
1	70	1	4	884065277
1	58	1	5	884304483
1	648	1	5	882211109
1	654	1	4	887863557
1	189	1	5	893264174
1	109	1	4	880563619
1	653	1	4	878855383
1	101	1	3	877136039
1	490	1	3	875427148
1	887	1	5	881377972
1	445	1	3	891199749
1	181	1	3	878962392
1	160	1	4	876768025
1	424	1	1	880859493
1	246	1	4	884920918
1	726	1	4	890079166
1	630	1	4	885666779
1	794	1	4	891035864
1	162	1	4	877635819
1	580	1	3	884125243
1	401	1	2	891032170
1	412	1	4	879716962
1	657	1	3	884239123
1	403	1	4	879785974
1	45	1	5	881013176
1	669	1	5	892549412
1	635	1	4	878879283
1	389	1	4	879915860
1	493	1	3	884130416
1	637	1	4	882902924
1	204	1	2	892513979
1	738	1	5	892844079
1	705	1	5	883427101
1	930	1	3	879534525
1	20	1	3	879667963
1	67	1	3	875379445
1	721	1	5	877137877
1	715	1	5	875961843
1	16	1	5	877717833
1	457	1	4	882393244
1	691	1	5	875543346
1	108	1	4	879879720
1	941	1	5	875049144
1	663	1	4	889492679
1	124	1	3	890287733
1	463	1	1	890453075
1	396	1	4	884646346
1	77	1	5	884732808
1	291	1	5	874834481
1	432	1	2	889415983
1	406	1	4	879446107
1	642	1	5	885603565
1	332	1	4	887938245
1	17	1	4	885272579
1	279	1	3	875295812
1	470	1	3	879178428
1	450	1	4	887835272
1	785	1	4	879439137
1	290	1	5	880474327
1	23	1	5	874784615
1	708	1	5	877325375
1	293	1	2	888904861
1	636	1	3	891448229
1	89	1	5	879461219
1	777	1	4	875979431
1	553	1	3	879949153
1	193	1	4	890859954
1	150	1	4	878746441
1	933	1	3	874854294
1	360	1	3	880354315
1	365	1	4	891303999
1	882	1	5	879864558
1	322	1	2	887314119
1	298	1	5	884126061
1	277	1	4	879544145
1	870	1	5	889717102
1	831	1	4	891354573
1	692	1	4	876953340
1	922	1	5	891448551
1	889	1	3	880177104
1	798	1	4	875295695
1	847	1	3	878775523
1	347	1	4	881652518
1	881	1	4	876535796
1	706	1	4	880997324
1	514	1	5	875309276
1	18	1	5	880130802
1	416	1	5	893212483
1	829	1	4	891990554
1	679	1	3	884487688
1	495	1	4	888632943
1	479	1	5	879459939
1	703	1	4	875242851
1	560	1	4	879976449
1	307	1	5	878066938
1	518	1	4	876823143
1	478	1	4	889387931
1	649	1	5	891440235
1	301	1	4	882074345
1	661	1	5	876016545
1	910	1	4	880822060
1	54	1	4	880931595
1	268	1	3	875742341
1	483	1	4	878950971
1	821	1	5	874792813
1	913	1	2	880758579
1	182	1	4	885613092
1	698	1	4	886366815
1	890	1	4	882402975
1	63	1	3	875747368
1	157	1	5	874813703
1	94	1	4	885870323
1	660	1	3	891406276
1	289	1	3	876789736
1	823	1	4	878438206
1	380	1	4	885478218
1	624	1	4	879792581
1	770	1	5	875972219
1	117	1	4	880126083
1	540	1	3	882157126
1	932	1	4	891249932
1	456	1	2	881371548
1	222	1	4	877563227
1	839	1	4	875751723
1	935	1	3	884472064
1	885	1	5	885714990
1	331	1	1	877196567
1	614	1	5	879464093
1	526	1	5	885682562
1	606	1	5	878148365
1	378	1	4	880044251
1	655	1	2	887650876
1	756	1	4	874826629
1	44	1	4	878341315
1	287	1	5	875334088
1	488	1	3	891294896
1	792	1	4	877910822
1	10	1	4	877888877
1	550	1	3	883425913
1	174	1	3	886433898
1	674	1	4	887762799
1	893	1	5	874827725
1	733	1	2	879535129
